Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,phishing,password,risk,device,attention,security,impulsiveness,trust,urgency,attention_extra,impulse_risk,trust_risk,awareness_gap,total_score,BVI,risk_category
2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1.4,1.6,1.2,1.2,1.6,1.2,1,1.666666667,1,1,1,2.333333333,-0.4,41,12.22222222,Low
3,2,4,3,4,2,3,2,2,3,2,1,1,1,1,3,1,1,4,2,3,4,3,1,2,1,4,2,2,1,3.2,2.4,1.2,2.2,2.6,2,3.333333333,1.666666667,3,3.5,10,5.333333333,-0.6,68,42.22222222,Medium
2,1,1,2,2,1,1,2,2,2,1,1,1,1,2,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1.6,1.6,1.2,1.6,1.2,1,1,1.666666667,1,1,1,2.666666667,-0.2,41,12.22222222,Low
2,2,3,3,2,2,1,3,3,2,4,2,1,4,2,2,3,3,3,1,3,2,4,2,1,3,4,4,4,1,2.4,2.2,2.6,2.4,2.4,3.2,3.333333333,1.666666667,3.5,2.5,11.66666667,4,0.8,76,51.11111111,Medium
4,4,3,3,3,3,4,1,3,2,2,4,4,3,2,1,3,4,3,3,3,2,3,3,3,4,4,3,2,4,3.4,2.6,3,2.8,2.8,3.4,2.666666667,3.666666667,2.5,2.5,6.666666667,12.46666667,0.6,90,66.66666667,High
3,1,3,4,3,1,3,2,3,1,1,1,4,3,1,4,3,2,3,1,1,2,1,4,3,1,1,2,1,2,2.8,2,2,2.6,2.2,1.4,2.333333333,3.666666667,2,1.5,4.666666667,10.26666667,-0.8,65,38.88888889,Medium
3,1,4,2,3,1,3,2,3,3,4,4,3,3,2,3,2,2,4,2,3,1,3,4,3,4,2,3,2,2,2.6,2.4,3.2,2.6,2.8,2.6,4,3.333333333,4,2,16,8.666666667,-0.2,81,56.66666667,Medium
3,2,4,3,3,3,3,3,4,4,3,2,4,2,4,3,4,3,4,3,3,3,3,2,3,2,2,3,2,4,3,3.4,3,3.4,2.8,2.6,3.666666667,3,3.5,3,12.83333333,9,-0.2,91,67.77777778,High
2,3,3,4,3,2,3,2,3,4,2,3,3,3,2,2,2,4,4,2,3,4,2,3,4,3,3,3,3,4,3,2.8,2.6,2.8,3.2,3.2,3,2.666666667,2.5,3,7.5,8,0,88,64.44444444,Medium
2,3,4,4,3,1,3,1,4,3,4,1,1,3,2,2,3,4,4,3,3,4,2,1,2,3,2,3,2,4,3.2,2.4,2.2,3.2,2.4,2.8,4,1.333333333,4,3.5,16,4.266666667,0.4,81,56.66666667,Medium
2,1,3,2,4,1,1,3,4,3,4,1,2,2,1,2,1,1,2,2,3,3,3,3,4,3,3,3,3,2,2.4,2.4,2,1.6,3.2,2.8,3,2.333333333,3.5,3,10.5,5.6,-0.4,72,46.66666667,Medium
2,3,4,3,4,4,3,3,3,3,4,3,4,4,4,3,3,4,4,3,3,3,4,2,2,3,2,2,3,3,3.2,3.2,3.8,3.4,2.8,2.6,4,2.666666667,4,3,16,8.533333333,-0.2,95,72.22222222,High
3,3,3,3,3,2,4,3,2,3,2,4,2,3,3,2,3,2,3,2,2,4,2,2,2,4,3,3,2,3,3,2.8,2.8,2.4,2.4,3,2.666666667,2.333333333,2.5,3,6.666666667,7,0.6,82,57.77777778,Medium
2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1.6,1.2,1,1,1.4,1.8,1,1.666666667,1,1.5,1,2.666666667,0.4,40,11.11111111,Low
2,3,2,4,2,3,3,4,3,2,3,4,3,3,3,4,3,3,2,4,3,4,3,3,3,2,2,2,4,4,2.6,3,3.2,3.2,3.2,2.8,2.333333333,2.666666667,2.5,3,5.833333333,6.933333333,-0.4,90,66.66666667,High
2,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1.4,1.4,1.2,1.8,1,1.2,1.333333333,1.333333333,1,1.5,1.333333333,1.866666667,0.2,40,11.11111111,Low
3,4,4,3,3,3,3,4,3,3,2,2,4,3,3,4,3,3,3,3,3,2,3,3,4,3,1,3,4,4,3.4,3.2,2.8,3.2,3,3,3,3.333333333,3,2.5,9,11.33333333,0,93,70,High
2,3,2,2,2,3,3,3,3,3,3,4,4,3,3,2,2,4,3,3,3,3,4,4,4,3,4,3,3,3,2.2,3,3.4,2.8,3.6,3.2,2.666666667,3.333333333,2.5,3,6.666666667,7.333333333,-0.4,91,67.77777778,High
2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,2,2,1.4,1,1.8,1.6,1.2,1.6,1.333333333,1.666666667,1.5,1.5,2,2.333333333,0.4,43,14.44444444,Low
2,3,4,4,4,3,2,2,2,3,3,3,3,3,2,3,3,2,3,2,2,4,4,4,4,3,4,2,3,4,3.4,2.4,2.8,2.6,3.6,3.2,3.333333333,3,3.5,3,11.66666667,10.2,-0.4,90,66.66666667,High
4,3,4,2,2,1,3,3,2,2,1,2,2,2,3,2,4,2,3,2,1,4,2,3,2,2,2,4,3,3,3,2.2,2,2.6,2.4,2.8,2.666666667,3,2.5,2.5,6.666666667,9,0.4,75,50,Medium
4,3,1,3,3,4,3,3,2,4,1,1,3,1,1,1,1,2,3,1,1,3,2,3,1,2,1,2,2,4,2.8,3.2,1.4,1.6,2,2.2,1.666666667,3.333333333,1,2,1.666666667,9.333333333,0.2,66,40,Medium
2,3,1,2,4,4,3,2,2,3,3,2,3,2,1,2,3,1,3,2,3,2,4,3,1,3,2,2,3,2,2.4,2.8,2.2,2.2,2.6,2.4,2.333333333,2.666666667,2,2.5,4.666666667,6.4,-0.2,73,47.77777778,Medium
2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1.2,1.4,1.2,1.4,1,1.2,1,1.333333333,1,1,1,1.6,0.2,37,7.777777778,Low
4,2,4,3,4,3,3,4,2,2,2,2,2,3,2,3,3,3,4,4,3,4,2,2,3,2,3,3,2,4,3.4,2.8,2.2,3.4,2.8,2.8,3.333333333,2.666666667,3,2.5,10,9.066666667,0,87,63.33333333,Medium
2,4,4,3,4,2,2,3,4,4,3,1,2,3,3,2,3,3,4,3,4,3,3,4,3,4,4,3,3,4,3.4,3,2.4,3,3.4,3.6,3.666666667,2.666666667,3.5,3.5,12.83333333,9.066666667,0.2,94,71.11111111,High
2,1,4,1,1,1,2,2,2,3,4,2,3,4,2,1,2,2,2,2,2,4,2,2,1,3,1,3,3,2,1.8,2,3,1.8,2.2,2.4,3.333333333,2.333333333,4,2,13.33333333,4.2,0.2,66,40,Medium
3,3,2,1,4,1,2,3,2,2,2,4,2,1,3,3,2,1,2,2,4,2,2,3,1,4,1,3,3,4,2.6,2,2.4,2,2.4,3,2,2.666666667,2,3,4,6.933333333,0.6,72,46.66666667,Medium
3,3,4,1,2,3,1,3,2,3,4,4,3,1,1,1,3,1,2,4,2,1,2,1,3,2,3,3,1,1,2.6,2.4,2.6,2.2,1.8,2,3.333333333,2.333333333,4,1.5,13.33333333,6.066666667,0.2,68,42.22222222,Medium
3,2,2,4,4,2,3,3,3,2,2,3,4,4,3,2,3,2,3,2,1,3,3,3,3,3,3,3,3,2,3,2.6,3.2,2.4,2.6,2.8,2.333333333,3.333333333,2,2,4.666666667,10,0.2,83,58.88888889,Medium
3,1,3,1,2,1,2,3,3,3,2,2,3,2,2,2,2,3,4,2,4,3,1,1,1,2,3,3,4,3,2,2.4,2.2,2.6,2,3,3,2.333333333,2.5,3.5,7.5,4.666666667,1,71,45.55555556,Medium
2,4,3,3,2,3,3,3,3,4,3,4,3,2,3,3,3,3,3,2,3,4,3,4,3,3,4,3,3,3,2.8,3.2,3,2.8,3.4,3.2,3,3,3,3.5,9,8.4,-0.2,92,68.88888889,High
3,2,4,2,2,2,1,2,2,4,1,4,3,4,2,3,1,3,2,1,1,3,2,3,1,1,4,4,2,3,2.6,2.2,2.8,2,2,2.8,2.333333333,3,2.5,2,5.833333333,7.8,0.8,72,46.66666667,Medium
3,2,1,3,2,1,4,4,4,4,1,3,3,1,2,2,4,1,2,1,3,1,3,1,1,4,2,4,3,4,2.2,3.4,2,2,1.8,3.4,1.333333333,2.333333333,1,2,1.333333333,5.133333333,1.6,74,48.88888889,Medium
3,1,4,2,3,2,1,2,3,3,3,4,4,2,3,4,4,1,2,4,1,1,2,3,2,2,2,2,2,4,2.6,2.2,3.2,3,1.8,2.4,3,3.333333333,3.5,1,10.5,8.666666667,0.6,76,51.11111111,Medium
2,4,2,2,4,2,2,2,4,4,2,2,4,4,2,2,2,3,4,3,4,4,4,4,4,4,4,3,2,2,2.8,2.8,2.8,2.8,4,3,2.666666667,3.333333333,2,3.5,5.333333333,9.333333333,-1,91,67.77777778,High
1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1.4,1.2,1.2,1.2,1,1.4,1,1,1,1,1,1.4,0.4,37,7.777777778,Low
2,1,2,1,1,2,1,1,2,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1.4,1.6,1.4,1,1.6,1,1.333333333,2,1.5,1.5,2,2.8,-0.6,40,11.11111111,Low
2,1,1,2,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,2,1,1,1,2,1,2,1.4,1.4,1.4,1.4,1.4,1.4,1.333333333,2,1,1,1.333333333,2.8,0,42,13.33333333,Low
3,4,4,2,3,2,3,2,4,3,3,4,1,1,3,2,3,1,3,4,3,3,2,2,1,3,4,2,2,1,3.2,2.8,2.4,2.6,2.2,2.4,3.333333333,2,3.5,3,11.66666667,6.4,0.2,78,53.33333333,Medium
1,4,3,4,2,4,3,3,4,2,3,3,4,3,4,4,3,2,4,2,4,3,1,3,4,3,4,2,2,3,2.8,3.2,3.4,3,3,2.8,3.333333333,2.666666667,3,3.5,10,7.466666667,-0.2,91,67.77777778,High
1,1,1,1,2,3,2,2,1,1,1,1,2,1,1,3,2,1,1,2,2,1,2,1,1,1,2,2,2,2,1.2,1.8,1.2,1.8,1.4,1.8,1,1.333333333,1,1.5,1,1.6,0.4,46,17.77777778,Low
1,1,2,1,1,2,1,2,1,2,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1.2,1.6,1.4,1.4,1.2,1.2,1.333333333,1,1.5,1,2,1.2,0,40,11.11111111,Low
2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,1.4,1.2,1,1,1,1,1.333333333,1,1,1,1.6,0,34,4.444444444,Low
2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,1.2,1.2,1.4,1.2,1.4,1.6,1,1.333333333,1,1.5,1,1.6,0.2,40,11.11111111,Low
4,4,3,4,3,3,3,3,2,4,2,4,3,4,4,4,4,2,3,2,3,4,4,3,3,3,2,2,3,4,3.6,3,3.4,3,3.4,2.8,2.666666667,3.333333333,2.5,3.5,6.666666667,12,-0.6,96,73.33333333,High
2,2,2,1,1,2,1,1,2,1,1,2,1,1,2,3,2,2,1,2,1,2,1,2,1,2,1,1,1,2,1.6,1.4,1.4,2,1.4,1.4,1.333333333,1.666666667,1.5,1.5,2,2.666666667,0,46,17.77777778,Low
3,4,3,2,3,3,2,3,3,4,4,3,2,2,2,2,2,2,2,2,2,4,3,4,3,2,3,3,3,4,3,3,2.6,2,3.2,3,3,3,3.5,3,10.5,9,-0.2,84,60,Medium
1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1.4,1.4,1,1.2,1,1,1.666666667,1,1,1,1.666666667,-0.2,35,5.555555556,Low
2,3,3,4,2,4,4,4,3,4,2,3,3,3,3,3,4,3,3,3,3,3,4,4,4,3,4,2,3,4,2.8,3.8,2.8,3.2,3.6,3.2,2.666666667,3,2.5,3,6.666666667,8.4,-0.4,97,74.44444444,High
3,3,4,2,4,4,1,3,3,3,1,3,2,2,2,3,2,2,3,3,4,1,3,1,3,2,2,2,2,3,3.2,2.8,2,2.6,2.4,2.2,2.666666667,2,2.5,2.5,6.666666667,6.4,-0.2,76,51.11111111,Medium
2,2,1,1,1,1,1,2,2,2,2,1,3,1,2,1,2,2,1,3,1,1,1,2,1,1,1,3,1,1,1.4,1.6,1.8,1.8,1.2,1.4,1.333333333,2.333333333,1.5,1,2,3.266666667,0.2,46,17.77777778,Low
3,2,2,1,1,1,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1.8,1.2,1.4,1.2,1.6,1.4,1.333333333,2,1.5,1.5,2,3.6,-0.2,43,14.44444444,Low
2,2,3,3,3,2,3,2,1,3,3,2,1,4,1,2,2,2,3,3,2,3,3,1,4,1,3,3,3,2,2.6,2.2,2.2,2.4,2.6,2.4,3,1.333333333,3,2.5,9,3.466666667,-0.2,72,46.66666667,Medium
2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1,3,1,2,1,1,1,2,1,1.4,1.4,1.4,1.6,1.8,1.2,1,1.333333333,1,1.5,1,1.866666667,-0.6,44,15.55555556,Low
2,2,4,2,4,1,2,2,2,4,1,3,3,2,1,2,2,3,3,4,2,2,3,3,4,3,3,4,1,2,2.8,2.2,2,2.8,2.8,2.6,2.666666667,2.666666667,2.5,2,6.666666667,7.466666667,-0.2,76,51.11111111,Medium
1,3,4,4,3,4,3,4,2,2,2,2,2,1,2,2,2,4,3,4,3,4,3,4,2,3,3,3,3,4,3,3,1.8,3,3.2,3.2,3,2.333333333,3,3.5,9,7,0,86,62.22222222,Medium
1,3,1,2,3,3,1,2,1,3,3,1,4,1,2,3,3,1,4,3,1,1,4,2,3,1,1,2,1,1,2,2,2.2,2.8,2.2,1.2,2.666666667,2.333333333,2,2.5,5.333333333,4.666666667,-1,62,35.55555556,Medium
3,3,3,4,2,3,4,1,3,3,3,3,4,4,3,3,4,2,4,3,4,4,3,3,3,3,4,3,3,3,3,2.8,3.4,3.2,3.4,3.2,3.333333333,3.333333333,3,4,10,10,-0.2,95,72.22222222,High
1,4,1,4,4,3,2,3,2,3,3,1,4,3,2,2,3,2,1,3,3,3,1,2,1,2,2,4,2,2,2.8,2.6,2.6,2.2,2,2.4,1.666666667,2.333333333,2,3,3.333333333,6.533333333,0.4,73,47.77777778,Medium
2,3,3,4,2,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,4,2,2,4,2.8,3,2.8,3.2,3.2,3.2,2.666666667,2.666666667,2.5,3,6.666666667,7.466666667,0,91,67.77777778,High
2,2,3,1,3,3,1,3,4,4,1,1,1,3,3,3,1,2,4,2,2,1,2,1,3,1,4,3,2,4,2.2,3,1.8,2.4,1.8,2.8,2.666666667,1.333333333,2,2,5.333333333,2.933333333,1,70,44.44444444,Medium
3,2,3,3,4,3,2,3,3,3,4,2,2,2,1,2,3,2,1,1,4,2,3,1,4,2,3,4,4,2,3,2.8,2.2,1.8,2.8,3,2.666666667,2,3.5,3,9.333333333,6,0.2,78,53.33333333,Medium
1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1.6,1,1.2,1.6,1.6,1.2,1.333333333,1,1,1.5,1.333333333,1.6,-0.4,41,12.22222222,Low
1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1.4,1.4,1.2,1,1,1.8,1.333333333,1,1.5,1,2,1.4,0.8,39,10,Low
3,3,4,2,2,3,3,2,2,3,1,2,3,3,3,1,2,1,2,2,2,4,3,2,2,4,3,2,1,2,2.8,2.6,2.4,1.6,2.6,2.4,2.333333333,2.666666667,2.5,3,5.833333333,7.466666667,-0.2,72,46.66666667,Medium
2,3,1,2,4,2,2,2,3,2,3,3,2,4,3,3,3,4,4,3,2,3,4,4,4,3,1,3,1,1,2.4,2.2,3,3.4,3.4,1.8,2.666666667,2.666666667,2,2.5,5.333333333,6.4,-1.6,81,56.66666667,Medium
4,3,4,3,3,2,3,3,4,3,4,4,4,3,4,3,2,2,4,3,3,4,4,4,2,3,3,1,4,3,3.4,3,3.8,2.8,3.4,2.8,4,4,4,3.5,16,13.6,-0.6,96,73.33333333,High
4,3,2,2,3,2,3,3,3,4,4,4,3,3,4,2,3,2,2,3,3,2,2,4,4,3,4,4,4,4,2.8,3,3.6,2.4,3,3.8,2.666666667,3.666666667,3,2,8,10.26666667,0.8,93,70,High
1,2,3,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,1,1.6,1,1.4,1.4,1.6,1.6,1.666666667,1.333333333,2,1,3.333333333,2.133333333,0,43,14.44444444,Low
3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,4,3,4,3,3,2,3,3,2,3,3,3,3,3,3.2,3.4,3,3.4,2.6,3,3.333333333,3,3,2.5,10,9.6,0.4,93,70,High
3,4,3,3,4,4,2,2,2,3,4,3,3,4,2,1,4,2,2,2,4,4,2,2,1,4,1,3,3,2,3.4,2.6,3.2,2.2,2.6,2.6,3,2.666666667,3.5,2,10.5,9.066666667,0,83,58.88888889,Medium
3,1,1,2,3,4,1,2,1,2,2,2,2,1,3,4,2,2,2,3,1,1,1,1,2,2,2,1,2,1,2,2,2,2.6,1.2,1.6,1.666666667,2,1.5,1.5,2.5,4,0.4,57,30,Low
1,1,3,1,1,1,1,2,1,2,1,2,1,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1.4,1.4,1.6,1.6,1.2,1,2,1,2,1,4,1.4,-0.2,41,12.22222222,Low
4,4,2,3,3,4,3,2,4,3,1,2,4,4,3,3,3,4,2,2,3,3,4,2,4,4,4,3,3,2,3.2,3.2,2.8,2.8,3.2,3.2,1.666666667,3.333333333,1.5,3,2.5,10.66666667,0,92,68.88888889,High
3,2,3,4,3,2,2,2,4,2,2,1,2,1,3,4,2,1,4,2,4,2,2,2,3,2,2,3,1,3,3,2.4,1.8,2.6,2.6,2.2,3,2.333333333,2.5,3,7.5,7,-0.4,73,47.77777778,Medium
2,2,2,3,2,3,3,3,3,3,2,4,3,1,1,1,3,2,2,4,3,4,2,1,2,3,1,3,3,2,2.2,3,2.2,2.4,2.4,2.4,2,2,2,3.5,4,4.4,0,73,47.77777778,Medium
2,3,1,4,4,3,3,2,1,2,2,1,4,3,2,2,2,3,3,3,2,2,1,1,2,3,1,3,3,1,2.8,2.2,2.4,2.6,1.6,2.2,2,2.333333333,1.5,2,3,6.533333333,0.6,69,43.33333333,Medium
2,2,1,2,3,2,1,1,2,1,1,3,2,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,2,1.4,2,1.4,1.4,1.6,1,1.666666667,1,1.5,1,3.333333333,0.2,49,21.11111111,Low
2,2,4,2,3,1,4,3,2,3,1,4,2,2,2,2,3,3,3,2,3,2,4,1,4,4,2,4,3,4,2.6,2.6,2.2,2.6,2.8,3.4,2.666666667,1.666666667,2.5,2.5,6.666666667,4.333333333,0.6,81,56.66666667,Medium
2,1,1,2,2,1,1,2,1,1,1,2,1,1,2,2,2,1,1,1,1,2,3,2,2,1,1,2,1,1,1.6,1.2,1.4,1.4,2,1.2,1,1.666666667,1,1.5,1,2.666666667,-0.8,44,15.55555556,Low
3,2,3,3,2,2,3,3,3,4,2,3,4,1,2,2,2,2,3,4,1,1,1,4,2,3,2,2,2,4,2.6,3,2.4,2.6,1.8,2.6,2.666666667,3.666666667,2.5,1,6.666666667,9.533333333,0.8,75,50,Medium
3,3,1,4,3,4,3,2,3,4,3,3,3,4,2,2,3,1,4,3,4,4,3,2,3,2,4,3,4,4,2.8,3.2,3,2.6,3.2,3.4,2.666666667,2.666666667,2,4,5.333333333,7.466666667,0.2,91,67.77777778,High
1,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1.8,1.4,1.6,1.6,1.4,1.2,1.333333333,1.333333333,1.5,1.5,2,2.4,-0.2,45,16.66666667,Low
2,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1.2,1.6,1.2,1.2,1.4,1.2,1,1.333333333,1,1.5,1,1.6,-0.2,39,10,Low
1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,3,1,2,2,2,1,1,1,3,2,1,1.2,1.2,1.4,1.6,1.6,1.6,1.666666667,1.666666667,1.5,1.5,2.5,2,0,43,14.44444444,Low
3,2,2,3,3,3,3,3,3,2,3,3,3,4,4,3,1,2,4,3,2,4,3,4,4,4,4,3,4,4,2.6,2.8,3.4,2.6,3.4,3.8,3,3.333333333,2.5,3,7.5,8.666666667,0.4,93,70,High
2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1.4,1,1.2,1.4,1.2,1.4,1.333333333,1.666666667,1.5,1.5,2,2.333333333,0.2,38,8.888888889,Low
3,4,2,3,4,4,3,3,3,3,2,3,3,3,4,3,2,4,3,2,3,2,2,3,4,3,4,2,3,3,3.2,3.2,3,2.8,2.8,3,2.333333333,3,2,2.5,4.666666667,9.6,0.2,90,66.66666667,High
3,1,2,3,3,3,4,2,2,3,2,2,2,4,1,2,3,2,4,3,3,2,2,2,2,2,3,4,1,1,2.4,2.8,2.2,2.8,2.2,2.2,2.666666667,2.333333333,2,2.5,5.333333333,5.6,0,73,47.77777778,Medium
4,3,2,4,3,2,3,2,4,3,3,3,4,3,2,3,3,3,2,3,2,3,2,4,4,4,4,4,2,3,3.2,2.8,3,2.8,3,3.4,2.333333333,4,2.5,2.5,5.833333333,12.8,0.4,91,67.77777778,High
